phone_number,email,credit_score,age_group,family_background,income,property_type,budget,preferred_location,comments,lead_intent
+91-1144666818,andersonbrandy@example.net,847,26-35,Single,1537571,Apartment,1678927,Delhi,Not now,1
+91-7139322814,andreacollins@example.org,830,26-35,Single,859654,Apartment,1312667,Bangalore,Not now,0
+91-7744363576,moorepenny@example.com,790,18-25,Married with Kids,1885383,Commercial,1194839,Bangalore,Not now,1
+91-4326786274,yrobertson@example.net,334,36-50,Single,1831517,Apartment,2593535,Pune,Finalizing options this week,1
+91-2670663484,qmorales@example.net,595,26-35,Married with Kids,405169,Commercial,1502767,Jaipur,Not now,0
+91-5042716485,kyletrujillo@example.org,649,51+,Married,1376092,Plot,1846449,Jaipur,Just exploring,0
+91-4773569397,mpierce@example.com,367,26-35,Married with Kids,845698,Commercial,1488714,Jaipur,Looking to move soon,1
+91-2306469614,pamela16@example.org,757,36-50,Single,313808,Plot,924535,Mumbai,Not now,0
+91-8869011693,elewis@example.org,743,18-25,Single,311585,Commercial,2038457,Pune,Immediate possession preferred,1
+91-9597305891,sgonzalez@example.org,813,26-35,Single,1448075,Apartment,2026228,Mumbai,Just exploring,1
+91-4214902868,carrollmegan@example.com,672,18-25,Married,1173630,Plot,2017121,Surat,Call me ASAP,1
+91-6121024157,colemanlance@example.net,394,26-35,Single,1761336,Commercial,2764505,Bangalore,Not now,0
+91-7133947480,zmendoza@example.org,744,36-50,Married,1375662,Villa,2522006,Hyderabad,Visit after 2 weeks,1
+91-8916337723,henrymarshall@example.net,370,36-50,Married with Kids,684640,Commercial,2166557,Chennai,Call me ASAP,1
+91-2705812724,jonathansullivan@example.net,773,51+,Single,1865210,Commercial,1556115,Pune,Looking to move soon,1
+91-6114349054,hatfieldstephen@example.com,643,26-35,Married with Kids,812935,Villa,2674706,Surat,Call me ASAP,1
+91-7911772122,littleapril@example.net,806,26-35,Single,768568,Villa,549638,Ahmedabad,Need loan info,1
+91-5838180270,matthewherrera@example.net,423,36-50,Single,503066,Commercial,2514222,Jaipur,Finalizing options this week,0
+91-741026891,wendy98@example.org,562,51+,Married,1697641,Villa,1852012,Mumbai,Visit after 2 weeks,1
+91-2663863442,katherine37@example.org,600,36-50,Married,1143611,Apartment,2747370,Delhi,Please send details,0
+91-5373582220,david47@example.org,528,18-25,Single,1741364,Commercial,2696791,Pune,Please send details,0
+91-4140651643,nancy82@example.org,442,26-35,Married,1047548,Plot,652371,Noida,Urgent visit required,1
+91-4074342125,serranomathew@example.com,825,36-50,Married with Kids,1319419,Plot,872544,Hyderabad,Interested in investment,1
+91-4303238732,grahamthomas@example.com,774,18-25,Single,1455582,Plot,1888786,Mumbai,Finalizing options this week,1
+91-2601554348,clarklaura@example.com,379,36-50,Married,853095,Apartment,1152030,Jaipur,Visit after 2 weeks,1
+91-5573733457,angelalee@example.com,481,36-50,Married with Kids,306768,Plot,2948871,Noida,Not now,0
+91-4987970057,vanessa35@example.org,492,26-35,Married,950924,Villa,2762917,Surat,Just exploring,0
+91-9633927823,lisadavis@example.org,530,26-35,Single,390305,Plot,2234770,Surat,Urgent visit required,0
+91-4984293531,helen75@example.net,573,36-50,Married,1236016,Plot,1368157,Mumbai,Just exploring,0
+91-4591363274,melinda77@example.org,346,18-25,Married,1878353,Apartment,1152186,Ahmedabad,Urgent visit required,1
+91-998462409,bsmith@example.net,542,36-50,Single,1252657,Plot,2227164,Jaipur,Call me ASAP,1
+91-4835903080,jacobjones@example.com,657,26-35,Married,732810,Apartment,2761700,Bangalore,Visit after 2 weeks,0
+91-5224412069,nathan36@example.com,519,51+,Single,511071,Apartment,752160,Pune,Need loan info,0
+91-4178096054,pmason@example.com,806,26-35,Married with Kids,1621808,Villa,1075827,Pune,Call me ASAP,1
+91-7870097090,jennifer98@example.org,537,26-35,Single,1062222,Plot,1401694,Pune,Looking to move soon,1
+91-8720321529,mgalvan@example.org,391,26-35,Married with Kids,1225188,Apartment,2615301,Chennai,Looking to move soon,1
+91-7662156617,kjuarez@example.org,573,36-50,Married,650975,Villa,1349688,Delhi,Budget issue,0
+91-2721975060,yhoover@example.org,726,26-35,Married,285898,Villa,2486433,Pune,Looking to move soon,1
+91-1180058899,dylan92@example.org,558,26-35,Married,1231684,Plot,2297875,Mumbai,Finalizing options this week,1
+91-8974677377,josephbaker@example.org,819,26-35,Married,1793726,Apartment,837948,Chennai,Finalizing options this week,1
+91-1465435460,eguzman@example.net,518,18-25,Married,1573874,Villa,575933,Mumbai,Visit after 2 weeks,1
+91-3864024284,johnstonjoann@example.net,473,36-50,Married,1265156,Plot,1036428,Chennai,Just exploring,0
+91-2062146551,davissarah@example.org,346,26-35,Single,855670,Commercial,1683278,Pune,Interested in investment,0
+91-2197311915,brianahoover@example.net,304,26-35,Married with Kids,1038876,Commercial,699365,Jaipur,Call me ASAP,1
+91-3937468919,woodaaron@example.net,708,51+,Married with Kids,1733446,Plot,1290175,Delhi,Not now,1
+91-5575153981,jmiller@example.org,377,51+,Single,883933,Commercial,2890681,Noida,Please send details,0
+91-8491388781,dodsonbenjamin@example.net,539,36-50,Married,537730,Apartment,2551936,Delhi,Visit after 2 weeks,0
+91-132301288,evelyn46@example.net,848,26-35,Married with Kids,393974,Commercial,2367822,Mumbai,Budget issue,0
+91-72778955,davidbooth@example.com,416,51+,Single,1177575,Commercial,2594183,Ahmedabad,Call me ASAP,1
+91-5326829420,sextontristan@example.org,687,18-25,Married with Kids,401865,Commercial,2278831,Noida,Looking to move soon,0
+91-797854681,wilsonvalerie@example.com,525,26-35,Single,1396742,Villa,1345976,Surat,Please send details,1
+91-6761638457,beckyblake@example.com,500,18-25,Married,439678,Apartment,621095,Delhi,Immediate possession preferred,1
+91-4160703558,nkirby@example.net,745,18-25,Married with Kids,1940991,Apartment,723546,Noida,Interested in investment,1
+91-8792623509,youngkelly@example.com,714,26-35,Married with Kids,417719,Plot,984476,Pune,Call me ASAP,1
+91-7058530527,stephanie92@example.org,805,26-35,Single,1757596,Villa,1577138,Ahmedabad,Looking to move soon,1
+91-7845566273,amber36@example.org,786,36-50,Single,1465238,Apartment,2807288,Hyderabad,Please send details,1
+91-4252343762,fisherapril@example.org,468,18-25,Single,485413,Villa,791186,Pune,Interested in investment,0
+91-3248379701,patricia36@example.org,306,36-50,Married,841166,Villa,987162,Delhi,Not now,0
+91-6975317751,jason45@example.net,709,26-35,Married with Kids,1458192,Villa,877191,Ahmedabad,Just exploring,1
+91-9430074649,patricia73@example.org,818,36-50,Single,1524201,Plot,2891097,Surat,Please send details,1
+91-252636061,hjohnson@example.com,844,26-35,Married with Kids,404679,Plot,1998461,Delhi,Immediate possession preferred,1
+91-5138702392,lindarollins@example.org,500,18-25,Married with Kids,752390,Villa,1062063,Noida,Need loan info,1
+91-1541085236,lauracooper@example.com,513,18-25,Single,1943008,Commercial,2343941,Jaipur,Budget issue,0
+91-3199831515,erica88@example.net,690,26-35,Married,760454,Apartment,1732993,Chennai,Call me ASAP,1
+91-7728622773,awilliams@example.com,641,26-35,Single,888644,Apartment,1118331,Pune,Urgent visit required,1
+91-7305677417,michael16@example.net,700,26-35,Married with Kids,1359872,Plot,2570675,Jaipur,Urgent visit required,1
+91-3144859060,jenniferjohnson@example.com,560,36-50,Married,1793482,Apartment,587889,Delhi,Looking to move soon,1
+91-1242131439,buckariel@example.com,434,26-35,Married with Kids,345818,Villa,522151,Bangalore,Urgent visit required,0
+91-9444743860,simsjimmy@example.net,396,36-50,Married with Kids,1109304,Plot,1631946,Noida,Need loan info,1
+91-8906016729,zolsen@example.com,361,26-35,Married,1500570,Apartment,2189470,Surat,Just exploring,0
+91-8703988006,eric85@example.net,371,36-50,Single,1224048,Villa,544891,Pune,Just exploring,0
+91-8487623694,greenwendy@example.net,564,18-25,Single,1047047,Commercial,978529,Mumbai,Urgent visit required,1
+91-1118533780,johnsonlaura@example.net,496,26-35,Single,1835929,Villa,1745221,Noida,Looking to move soon,1
+91-4908838558,timothy39@example.net,674,26-35,Single,1734281,Apartment,2495136,Delhi,Need loan info,1
+91-2337881664,timothylewis@example.com,840,51+,Single,251884,Plot,568269,Jaipur,Not now,0
+91-354541492,richardsonandrea@example.net,309,26-35,Married,859602,Apartment,1118815,Noida,Immediate possession preferred,1
+91-9903618762,jamie07@example.com,546,36-50,Married,1745723,Apartment,1199554,Jaipur,Urgent visit required,1
+91-6530505828,larajonathan@example.org,694,36-50,Married,1322421,Commercial,1193466,Chennai,Call me ASAP,1
+91-2808180347,alexis01@example.net,425,18-25,Single,1029103,Apartment,2859136,Bangalore,Urgent visit required,1
+91-433693498,cjones@example.org,633,51+,Single,1751208,Villa,601721,Bangalore,Call me ASAP,1
+91-9775988986,kevin12@example.net,513,26-35,Married,1777040,Villa,962153,Pune,Interested in investment,1
+91-9415872126,william10@example.net,678,26-35,Single,988783,Plot,1165821,Noida,Just exploring,0
+91-6797494203,gabriel53@example.net,479,26-35,Married with Kids,426987,Plot,2564143,Delhi,Just exploring,0
+91-6752483427,marcusward@example.org,799,26-35,Single,579358,Villa,615702,Ahmedabad,Looking to move soon,1
+91-5461336688,zunigaelizabeth@example.net,706,18-25,Married with Kids,1269076,Plot,1123872,Bangalore,Budget issue,1
+91-6623149971,brownmary@example.net,442,18-25,Single,1442316,Apartment,712598,Pune,Urgent visit required,1
+91-9409225635,davidthomas@example.com,304,36-50,Single,1663894,Apartment,2725782,Chennai,Call me ASAP,1
+91-4758273464,grodriguez@example.com,755,26-35,Married,881460,Villa,1885593,Ahmedabad,Budget issue,0
+91-1005801324,karen09@example.com,597,18-25,Single,1011751,Plot,997224,Delhi,Not now,0
+91-7513860319,sarahjenkins@example.org,821,26-35,Married with Kids,1161004,Villa,788059,Delhi,Visit after 2 weeks,1
+91-565710336,ameyers@example.net,455,26-35,Married with Kids,1916351,Villa,1657442,Mumbai,Urgent visit required,1
+91-6715512021,rangelmegan@example.org,599,26-35,Single,899527,Commercial,1173278,Pune,Visit after 2 weeks,1
+91-7928961,martinjamie@example.net,731,18-25,Single,1239254,Villa,2026007,Ahmedabad,Looking to move soon,1
+91-98488507,ygibson@example.com,673,18-25,Married with Kids,1403993,Commercial,1748034,Chennai,Looking to move soon,1
+91-8511510580,psantos@example.org,529,26-35,Married with Kids,664368,Villa,720694,Jaipur,Finalizing options this week,1
+91-9540829872,paulparker@example.com,688,51+,Married,479478,Commercial,2067235,Chennai,Urgent visit required,0
+91-5329388257,phillip22@example.net,715,26-35,Married,971891,Commercial,2203261,Delhi,Interested in investment,1
+91-8687112023,mbaker@example.net,523,18-25,Single,566054,Commercial,2211865,Surat,Call me ASAP,0
+91-4534552645,williamforbes@example.net,305,26-35,Single,625448,Commercial,619704,Pune,Looking to move soon,1
+91-2751756165,jessica50@example.net,678,36-50,Single,1611241,Commercial,534791,Chennai,Finalizing options this week,1
+91-8461606767,aliciajones@example.net,643,18-25,Single,1410739,Plot,2666640,Ahmedabad,Immediate possession preferred,1
+91-5288965753,markgriffin@example.org,607,36-50,Single,1202363,Villa,2272187,Pune,Not now,0
+91-368441198,slopez@example.org,388,36-50,Married,1224775,Plot,1381224,Noida,Interested in investment,1
+91-4094929449,brandy57@example.net,596,18-25,Single,487501,Villa,2900359,Delhi,Please send details,0
+91-3759198356,matthew18@example.com,574,26-35,Married,1690666,Plot,2822397,Jaipur,Please send details,0
+91-6841692275,gary64@example.org,849,26-35,Married,802185,Plot,732505,Noida,Budget issue,1
+91-6987564681,devinwebb@example.org,429,36-50,Married with Kids,466624,Commercial,1759705,Pune,Urgent visit required,0
+91-6664458838,josephwarren@example.net,809,26-35,Married,812008,Apartment,2972926,Surat,Urgent visit required,1
+91-2877617284,alvaradoandrew@example.org,695,36-50,Married,1734260,Commercial,830816,Bangalore,Not now,0
+91-2650932545,yzhang@example.com,657,26-35,Married,1841557,Plot,2311067,Delhi,Urgent visit required,1
+91-3328311457,jenniferthomas@example.com,732,18-25,Married with Kids,1846742,Commercial,2282322,Bangalore,Please send details,1
+91-6979837246,hblack@example.org,585,26-35,Married,1852087,Villa,934666,Hyderabad,Urgent visit required,1
+91-4753195479,susan62@example.net,619,26-35,Single,1259036,Villa,2510303,Bangalore,Need loan info,0
+91-1601495153,robinsonnicole@example.com,684,18-25,Married,1806056,Apartment,1582960,Chennai,Need loan info,1
+91-3650114433,alexiswilson@example.org,495,18-25,Married with Kids,406739,Apartment,2065312,Noida,Visit after 2 weeks,0
+91-4578055336,tturner@example.org,457,18-25,Married with Kids,1257898,Apartment,2751749,Pune,Finalizing options this week,1
+91-4654239386,stevenmendoza@example.net,374,51+,Married with Kids,855376,Apartment,824737,Jaipur,Urgent visit required,1
+91-7938994059,elizabeth92@example.net,633,51+,Married,293889,Apartment,1816265,Chennai,Need loan info,0
+91-2036918098,ronaldyang@example.net,687,26-35,Single,479900,Villa,2954302,Mumbai,Immediate possession preferred,0
+91-6298051668,vsalazar@example.net,331,36-50,Married with Kids,476187,Plot,1974783,Bangalore,Finalizing options this week,0
+91-8317359839,michaelpowers@example.com,709,18-25,Single,454010,Commercial,1064496,Ahmedabad,Need loan info,0
+91-1313058110,lewisalexis@example.com,528,26-35,Married,1251682,Villa,1437896,Ahmedabad,Budget issue,0
+91-7262764696,christine67@example.org,315,26-35,Married,1420548,Plot,2581154,Ahmedabad,Visit after 2 weeks,0
+91-7303937237,klee@example.com,483,51+,Married,1188725,Villa,1438658,Chennai,Please send details,1
+91-2173380498,ramosrenee@example.net,707,26-35,Single,766366,Plot,1422157,Ahmedabad,Call me ASAP,1
+91-8004017228,qedwards@example.com,466,18-25,Married,1136744,Commercial,786292,Chennai,Finalizing options this week,1
+91-2727294769,brandonjones@example.com,682,26-35,Single,1442346,Villa,2221593,Delhi,Just exploring,0
+91-4179164812,douglas59@example.net,637,26-35,Married with Kids,911148,Villa,2317704,Hyderabad,Looking to move soon,1
+91-959494596,jasonarnold@example.com,835,36-50,Single,341921,Commercial,1958866,Surat,Urgent visit required,1
+91-997717644,sullivantiffany@example.org,567,51+,Single,367045,Apartment,871697,Mumbai,Budget issue,0
+91-6320771839,rhonda69@example.com,326,26-35,Married with Kids,1577612,Commercial,662960,Pune,Urgent visit required,1
+91-4465341537,rodriguezwendy@example.net,607,26-35,Married,733591,Villa,2410625,Bangalore,Not now,0
+91-6786222794,connerdavid@example.com,662,36-50,Single,548322,Commercial,770302,Ahmedabad,Budget issue,0
+91-1948424691,brandimcintyre@example.com,773,36-50,Single,1995723,Villa,2187524,Pune,Visit after 2 weeks,1
+91-4799337186,shari86@example.org,402,36-50,Married with Kids,1692662,Apartment,2129235,Chennai,Just exploring,0
+91-5075654476,david62@example.net,549,18-25,Married with Kids,603877,Apartment,1591172,Chennai,Just exploring,0
+91-7905001095,laura84@example.net,786,26-35,Married,709078,Plot,1414152,Delhi,Looking to move soon,1
+91-5181865941,burnettsteven@example.net,346,18-25,Married with Kids,1988837,Plot,666692,Hyderabad,Budget issue,0
+91-6428986695,stoneandrew@example.net,606,18-25,Single,1536881,Plot,1420782,Surat,Need loan info,1
+91-7274439979,jonestheresa@example.com,310,26-35,Married with Kids,337682,Commercial,2812521,Delhi,Interested in investment,0
+91-6565362577,joshua02@example.net,741,36-50,Married,1503268,Commercial,757494,Pune,Interested in investment,1
+91-1097316573,kurt37@example.net,632,36-50,Married,952302,Plot,1679525,Bangalore,Need loan info,0
+91-3546604158,dprice@example.com,639,18-25,Married,718929,Villa,1380996,Jaipur,Call me ASAP,1
+91-9919477385,vfloyd@example.com,548,36-50,Married,271350,Apartment,2747778,Noida,Urgent visit required,0
+91-501341852,russellalicia@example.net,628,36-50,Married,617776,Plot,2988484,Pune,Interested in investment,0
+91-5240977260,lford@example.com,330,51+,Married with Kids,966071,Apartment,709915,Pune,Visit after 2 weeks,1
+91-5547741319,stevenyoung@example.org,773,26-35,Single,1220020,Villa,1115135,Bangalore,Please send details,1
+91-2749145286,stewarttyler@example.com,343,26-35,Married with Kids,1065347,Commercial,1403435,Ahmedabad,Call me ASAP,1
+91-5734307882,matthew79@example.com,784,26-35,Single,722091,Apartment,573472,Chennai,Need loan info,1
+91-8718343913,uburke@example.org,714,36-50,Married with Kids,1559920,Apartment,2154644,Chennai,Interested in investment,1
+91-9915983511,matthew30@example.org,751,36-50,Married,1126528,Plot,2168075,Bangalore,Budget issue,0
+91-4600924309,dalereilly@example.org,318,36-50,Married,1711938,Villa,2985483,Surat,Looking to move soon,1
+91-4945021146,suzannematthews@example.org,433,51+,Married with Kids,1121391,Apartment,716853,Ahmedabad,Immediate possession preferred,1
+91-2741539789,patrick24@example.org,541,26-35,Married with Kids,910987,Villa,974568,Pune,Visit after 2 weeks,1
+91-5870054447,kristin25@example.org,774,26-35,Single,539128,Villa,2316702,Delhi,Please send details,0
+91-6434150963,cynthia56@example.com,832,26-35,Single,1791551,Plot,845529,Delhi,Budget issue,1
+91-7087052947,rita43@example.com,366,26-35,Married,1768607,Apartment,1231632,Mumbai,Budget issue,0
+91-1322009221,kimberlyjohnson@example.org,583,18-25,Single,1566367,Plot,890202,Delhi,Call me ASAP,1
+91-4515248140,smithkelly@example.net,301,36-50,Married with Kids,656116,Apartment,1348647,Jaipur,Interested in investment,0
+91-1742972475,vmartin@example.org,628,18-25,Married,1920269,Villa,1658201,Bangalore,Visit after 2 weeks,1
+91-3066909999,ramseywilliam@example.com,388,26-35,Single,1516625,Plot,1480690,Pune,Just exploring,0
+91-8792224000,ohayes@example.com,449,36-50,Married,864791,Commercial,1510031,Hyderabad,Not now,0
+91-5026145286,brownjohn@example.org,501,26-35,Married with Kids,1214117,Commercial,1066074,Jaipur,Not now,0
+91-4184340004,peter93@example.org,617,36-50,Married with Kids,1914817,Commercial,811867,Pune,Looking to move soon,1
+91-4549267881,hendersonmichael@example.com,637,18-25,Married,658496,Commercial,596695,Hyderabad,Not now,0
+91-2698812726,rose84@example.com,845,51+,Married with Kids,1947104,Plot,546567,Pune,Not now,1
+91-7170198628,jeffwright@example.com,339,18-25,Single,1970656,Villa,2577759,Ahmedabad,Please send details,1
+91-310054084,mcbridelaura@example.net,345,36-50,Single,476427,Villa,2068239,Noida,Looking to move soon,0
+91-732889677,vvasquez@example.org,672,26-35,Single,503446,Villa,1245914,Mumbai,Just exploring,0
+91-1277649215,lthomas@example.org,827,36-50,Married with Kids,1847055,Commercial,832117,Hyderabad,Just exploring,1
+91-7887738003,hortonmaria@example.com,372,51+,Married with Kids,1739204,Apartment,742689,Pune,Call me ASAP,1
+91-9125125886,ykennedy@example.org,849,18-25,Single,1224973,Commercial,2412196,Mumbai,Just exploring,0
+91-1751248685,alexandra53@example.org,730,18-25,Single,1903718,Commercial,2450072,Noida,Immediate possession preferred,1
+91-8372265154,josephthompson@example.org,598,18-25,Married,482448,Plot,2959993,Pune,Immediate possession preferred,0
+91-1231802740,tylerbrandon@example.com,601,26-35,Single,621332,Plot,2421291,Noida,Looking to move soon,1
+91-1964574134,douglasowens@example.net,449,26-35,Single,1821937,Commercial,1897887,Surat,Looking to move soon,1
+91-9416623314,stucker@example.org,419,26-35,Married with Kids,1403205,Plot,1976130,Bangalore,Need loan info,1
+91-1707274830,tuckerphilip@example.net,322,26-35,Single,1298496,Plot,2892281,Noida,Not now,0
+91-7048672826,gmoses@example.net,690,26-35,Single,719582,Apartment,2823858,Hyderabad,Please send details,0
+91-246332700,brownjamie@example.net,533,36-50,Married,1905753,Villa,2743637,Delhi,Not now,0
+91-1503544118,sierramoreno@example.com,716,36-50,Single,1202629,Apartment,2327595,Pune,Call me ASAP,1
+91-706087750,stevenrogers@example.com,634,36-50,Married with Kids,442235,Villa,1006010,Mumbai,Urgent visit required,0
+91-4423699106,crystalbaker@example.net,670,18-25,Married,1792302,Commercial,939852,Mumbai,Visit after 2 weeks,1
+91-5370197046,ramirezdaniel@example.net,714,18-25,Married with Kids,1351303,Commercial,1812830,Noida,Need loan info,1
+91-5022171787,fosterjulia@example.com,547,36-50,Married with Kids,983231,Commercial,1716118,Ahmedabad,Urgent visit required,1
+91-7005096378,stuartwright@example.net,408,51+,Single,1389456,Apartment,2777287,Hyderabad,Need loan info,0
+91-2013603613,davidhenson@example.net,470,26-35,Married,1625741,Commercial,2998435,Pune,Not now,0
+91-1635848555,vsalazar@example.org,412,26-35,Single,1008034,Apartment,2840931,Delhi,Visit after 2 weeks,0
+91-5634438739,jjones@example.net,484,51+,Single,313992,Commercial,1772330,Jaipur,Finalizing options this week,0
+91-7977048386,joseph19@example.net,598,36-50,Single,1381149,Commercial,1501101,Delhi,Not now,0
+91-7714635598,tracycamacho@example.org,502,18-25,Married with Kids,821626,Apartment,2802171,Chennai,Looking to move soon,1
+91-6074958542,riverajamie@example.com,403,36-50,Married with Kids,1258572,Apartment,2800408,Pune,Looking to move soon,1
+91-3573464242,stacyroth@example.com,358,26-35,Single,1659967,Commercial,2753447,Chennai,Not now,0
+91-1706060995,amanda51@example.org,339,26-35,Married with Kids,1142391,Commercial,733029,Delhi,Finalizing options this week,1
+91-6032709970,ldennis@example.org,340,18-25,Married,1642976,Commercial,2907766,Pune,Not now,0
+91-7186716251,wjacobs@example.org,518,36-50,Married,294099,Commercial,2906274,Noida,Need loan info,0
+91-1446481770,michaeldawson@example.net,536,36-50,Married,1777545,Plot,2661899,Pune,Visit after 2 weeks,1
+91-1950366936,sullivankelly@example.org,673,18-25,Single,1335170,Commercial,2904141,Delhi,Urgent visit required,1
+91-3276028840,nicolelawson@example.com,701,26-35,Married with Kids,793243,Plot,974548,Ahmedabad,Need loan info,1
+91-9649770967,chad75@example.com,332,26-35,Married with Kids,657690,Villa,1575715,Delhi,Finalizing options this week,1
+91-1676163386,rsullivan@example.com,776,36-50,Single,902625,Villa,1689702,Jaipur,Budget issue,0
+91-694910543,michelle58@example.net,511,26-35,Married,1721166,Villa,712559,Hyderabad,Please send details,1
+91-3764928170,freynolds@example.net,442,18-25,Single,1187320,Plot,583537,Pune,Urgent visit required,1
+91-2403575554,wendycampbell@example.net,658,18-25,Married with Kids,1682078,Plot,2928466,Chennai,Looking to move soon,1
+91-9453319935,thomasrobinson@example.net,773,26-35,Single,1943957,Apartment,1891976,Jaipur,Looking to move soon,1
+91-4777658056,melissaperry@example.com,646,26-35,Married with Kids,584563,Villa,2857338,Mumbai,Just exploring,0
+91-2223359907,olsonmike@example.com,513,26-35,Single,1010081,Villa,2596503,Pune,Immediate possession preferred,1
+91-1024700318,williamslisa@example.com,536,26-35,Married with Kids,682715,Apartment,908523,Ahmedabad,Looking to move soon,1
+91-8584644413,gilbertheather@example.net,648,18-25,Married,1987331,Villa,2967309,Chennai,Please send details,1
+91-3497016550,thomas09@example.org,511,18-25,Married,916106,Apartment,1089228,Surat,Not now,0
+91-2406532339,patriciachavez@example.org,747,26-35,Single,536597,Villa,603774,Chennai,Visit after 2 weeks,1
+91-1137584390,robinsonthomas@example.com,554,36-50,Married,1527722,Apartment,2776461,Noida,Looking to move soon,1
+91-3539130080,ocarey@example.net,330,26-35,Married,870007,Plot,2590125,Mumbai,Immediate possession preferred,1
+91-9343375561,ginamayo@example.net,645,18-25,Married,1515056,Apartment,1287955,Delhi,Immediate possession preferred,1
+91-6745580128,eric62@example.net,471,51+,Married,1518174,Plot,1544243,Delhi,Interested in investment,1
+91-9648119136,shelbysimon@example.net,583,26-35,Married with Kids,1474365,Commercial,2159761,Pune,Budget issue,0
+91-920266305,anthony72@example.net,449,36-50,Married with Kids,500192,Commercial,1582737,Jaipur,Call me ASAP,0
+91-7855538725,mccoyelizabeth@example.org,696,36-50,Married,960685,Plot,620813,Surat,Immediate possession preferred,1
+91-8699264342,greeneanna@example.org,364,26-35,Married,1519192,Commercial,2562526,Noida,Looking to move soon,1
+91-1128603355,jerrycummings@example.com,649,36-50,Married with Kids,1892982,Commercial,1988319,Chennai,Call me ASAP,1
+91-5592613320,jacobhoward@example.com,414,36-50,Married with Kids,1246913,Apartment,514097,Hyderabad,Budget issue,0
+91-4879451058,ihall@example.net,622,36-50,Married with Kids,1397143,Plot,1282638,Jaipur,Not now,0
+91-7327477128,jacobhernandez@example.com,779,26-35,Married,1626244,Commercial,854913,Hyderabad,Interested in investment,1
+91-8575629778,dustinwilliams@example.org,701,36-50,Single,773059,Apartment,2427524,Noida,Looking to move soon,1
+91-3752749869,gking@example.org,828,18-25,Single,453650,Plot,1317886,Pune,Just exploring,0
+91-5989898351,hendersonamy@example.org,661,26-35,Single,1503738,Commercial,662303,Jaipur,Visit after 2 weeks,1
+91-456296544,biancasimmons@example.net,324,36-50,Married with Kids,1183836,Plot,2370027,Jaipur,Finalizing options this week,1
+91-6289074559,darlenesullivan@example.net,460,36-50,Married,1072163,Apartment,2350276,Bangalore,Need loan info,0
+91-8416438681,cherryclayton@example.org,522,36-50,Married with Kids,1882573,Commercial,2085992,Hyderabad,Visit after 2 weeks,1
+91-3850486795,chavezjames@example.net,669,26-35,Married with Kids,733561,Plot,2757656,Surat,Budget issue,0
+91-9099662010,medinateresa@example.com,551,51+,Single,1979664,Apartment,1558065,Bangalore,Looking to move soon,1
+91-8273937151,rowesharon@example.com,435,26-35,Married with Kids,1966754,Commercial,2633635,Mumbai,Not now,0
+91-6479329648,bookerstephen@example.net,725,26-35,Single,923801,Apartment,1898230,Delhi,Budget issue,0
+91-8032081845,michael99@example.org,704,36-50,Married with Kids,874390,Apartment,1767845,Bangalore,Just exploring,0
+91-6858828916,zrichards@example.org,447,18-25,Married,887070,Apartment,541349,Hyderabad,Looking to move soon,1
+91-3181023937,jameshill@example.com,617,26-35,Married,1485594,Commercial,2907782,Mumbai,Interested in investment,0
+91-7725379896,abbottjimmy@example.net,699,36-50,Married,620585,Plot,1184254,Bangalore,Visit after 2 weeks,0
+91-8609392548,james42@example.com,690,18-25,Married with Kids,1496164,Villa,1665898,Jaipur,Urgent visit required,1
+91-2607465218,mmoore@example.org,551,18-25,Single,524181,Plot,1505490,Chennai,Just exploring,0
+91-6431504706,tgallagher@example.com,597,26-35,Married,1314966,Apartment,1229984,Pune,Not now,0
+91-635287084,coreylopez@example.com,629,36-50,Single,1258053,Villa,1567428,Delhi,Please send details,1
+91-2773296866,glee@example.org,567,26-35,Married with Kids,1122874,Villa,2278265,Surat,Not now,0
+91-5293867361,dharris@example.com,840,26-35,Married,556537,Commercial,1568112,Mumbai,Urgent visit required,1
+91-433516743,brittanydiaz@example.org,806,26-35,Single,1450663,Apartment,1323162,Bangalore,Finalizing options this week,1
+91-1404144841,joewells@example.org,723,36-50,Married,956621,Plot,2612677,Hyderabad,Call me ASAP,1
+91-5576674741,jillmorris@example.org,791,51+,Married with Kids,1206418,Apartment,781653,Jaipur,Finalizing options this week,1
+91-9954991841,rdennis@example.net,759,36-50,Single,566943,Commercial,861507,Pune,Visit after 2 weeks,0
+91-967110343,mmccarty@example.net,588,26-35,Single,1596194,Plot,1312876,Delhi,Immediate possession preferred,1
+91-4150053190,zhall@example.org,516,36-50,Married,371405,Apartment,2398875,Chennai,Just exploring,0
+91-7557855131,sean15@example.com,458,36-50,Married with Kids,830728,Plot,2615056,Surat,Urgent visit required,1
+91-906998258,mariorodriguez@example.com,310,18-25,Married with Kids,816221,Plot,2953897,Delhi,Need loan info,0
+91-4140003354,antonioleblanc@example.org,628,26-35,Married,1050206,Commercial,1230210,Hyderabad,Call me ASAP,1
+91-5388926512,thompsonwilliam@example.com,380,26-35,Married,357991,Villa,557618,Mumbai,Interested in investment,0
+91-5783481339,craigrobert@example.net,594,36-50,Single,571201,Apartment,1029281,Mumbai,Call me ASAP,0
+91-4209511194,simmonsgregory@example.com,802,18-25,Single,1473994,Plot,1886216,Pune,Just exploring,1
+91-839554757,marco65@example.org,769,36-50,Single,1819221,Commercial,2149481,Ahmedabad,Immediate possession preferred,1
